frame,face_id,timestamp,confidence,success,position,aoi,tester,client_id,eye_l_X,eye_l_Y,eye_l_Z,eye_r_X,eye_r_Y,eye_r_Z,gaze_l_X,gaze_l_Y,gaze_l_Z
301,0,1560346912.0,0.975,1,3,10,14_,cam_4,103.836,147.50349999999997,747.597875,52.160624999999996,149.61275,743.9001249999999,0.0509204,-0.25827100000000003,-0.96473
302,0,1560346913.0,0.975,1,3,10,14_,cam_4,106.723875,148.721875,774.7998749999999,55.00942500000001,153.55512500000003,772.3755,0.035238900000000004,-0.32879400000000003,-0.943744
303,0,1560346913.0,0.975,1,3,10,14_,cam_4,106.865375,161.1835,789.6873750000001,56.357025,171.92350000000002,801.9245,-0.045514099999999995,-0.24554499999999999,-0.968316
304,0,1560346914.0,0.975,1,3,10,14_,cam_4,104.9435,163.078375,790.6513750000001,55.039350000000006,175.73725000000002,807.346,-0.07714760000000001,-0.259729,-0.9625950000000001
305,0,1560346914.0,0.975,1,3,10,14_,cam_4,101.0133,167.621125,793.877125,52.4620375,184.270625,829.588625,-0.13742100000000002,-0.229371,-0.9635889999999999
312,0,1560346932.0,0.975,1,3,1,14_,cam_4,114.21562499999999,153.2085,883.640125,59.20943750000001,142.80862499999998,848.2716249999999,0.204985,-0.408827,-0.889293
318,0,1560346940.0,0.975,1,3,22,14_,cam_4,-48.136475,158.72575,827.22075,-96.7340625,188.39525000000003,908.175125,-0.331858,-0.35830300000000004,-0.872634
319,0,1560346945.0,0.975,1,3,14,14_,cam_4,-63.77309999999999,222.33862499999998,897.5666250000002,-111.92012499999998,250.4365,966.7607499999999,-0.288719,-0.10483599999999998,-0.951657
320,0,1560346947.0,0.975,1,3,14,14_,cam_4,-157.057125,165.588125,837.6681249999999,-206.081875,177.935125,897.115875,-0.31453600000000004,-0.132893,-0.939897
321,0,1560346950.0,0.975,1,3,19,14_,cam_4,-191.80062499999997,153.274,805.052875,-252.72662499999998,168.13387500000002,885.9234999999999,-0.228562,-0.152561,-0.961501
323,0,1560346953.0,0.975,1,3,19,14_,cam_4,-170.51174999999998,130.573625,769.56625,-236.103125,151.35762499999998,869.9772499999999,-0.210439,-0.191066,-0.9587540000000001
326,0,1560346964.0,0.975,1,3,3,14_,cam_4,1.5426497000000001,249.96399999999997,824.3066249999999,-50.9496,272.861125,878.412875,-0.0740063,-0.192177,-0.9785659999999999
329,0,1560346971.0,0.975,1,3,26,14_,cam_4,80.78788750000001,144.068125,853.8023750000001,32.0229625,159.75025000000002,904.3032499999999,-0.142683,-0.44164,-0.885774
336,0,1560346987.0,0.975,1,3,16,14_,cam_4,-159.985125,205.36100000000002,811.1222499999999,-199.561875,252.56137499999997,884.135,-0.44232299999999997,-0.39526300000000003,-0.805057
341,0,1560347000.0,0.925,1,3,20,14_,cam_4,-150.5875,158.24775000000002,829.6095,-203.866,173.868625,898.6046249999999,-0.26994,-0.101947,-0.957465
895,0,1560347022.0,0.975,1,3,17,14_,cam_3,111.885875,62.3977875,186.56075,115.728125,116.437625,234.42562500000003,-0.812178,-0.49873900000000004,-0.302699
896,0,1560347022.0,0.975,1,3,17,14_,cam_3,146.66674999999998,79.98215,242.00675,119.097125,115.69749999999999,234.624125,-0.826984,-0.46023000000000003,-0.322934
897,0,1560347023.0,0.975,1,3,17,14_,cam_3,157.89550000000003,85.6666,256.357625,135.66475000000003,129.53025000000002,260.625875,-0.819113,-0.47578400000000004,-0.320443
898,0,1560347023.0,0.975,1,3,17,14_,cam_3,174.0175,95.4795,281.501375,145.491,133.924375,273.21437499999996,-0.8265969999999999,-0.448908,-0.339438
899,0,1560347024.0,0.975,1,3,17,14_,cam_3,188.94425,104.239625,305.0845,164.51149999999998,149.29475,307.195875,-0.85469,-0.34225300000000003,-0.390344
900,0,1560347024.0,0.975,1,3,17,14_,cam_3,185.26350000000002,101.65095,298.762875,171.56337499999998,154.87562499999999,319.176875,-0.844532,-0.33966,-0.414001
901,0,1560347025.0,0.975,1,3,17,14_,cam_3,186.930625,102.36712499999999,301.169625,155.97924999999998,138.59900000000002,290.010875,-0.8577520000000001,-0.266678,-0.439482
902,0,1560347025.0,0.975,1,3,17,14_,cam_3,186.05225000000002,100.808225,299.91949999999997,154.68462499999998,136.348625,288.05625,-0.8377450000000001,-0.31885,-0.44330299999999995
903,0,1560347026.0,0.975,1,3,17,14_,cam_3,205.63387500000002,110.978125,332.777125,175.45787499999997,151.107625,325.38899999999995,-0.8291940000000001,-0.322743,-0.45637
904,0,1560347026.0,0.975,1,3,11,14_,cam_3,190.43137500000003,101.7928375,307.47075,176.99825,148.932,328.80424999999997,-0.8303790000000001,-0.388395,-0.39952600000000005
905,0,1560347026.0,0.975,1,3,11,14_,cam_3,199.75737500000002,105.550875,320.84450000000004,184.00799999999998,152.523125,341.335875,-0.8425229999999999,-0.362205,-0.3987
906,0,1560347027.0,0.975,1,3,11,14_,cam_3,195.276375,102.09450000000001,312.552875,190.272,155.614375,351.00624999999997,-0.829117,-0.31258400000000003,-0.46352600000000005
907,0,1560347027.0,0.975,1,3,11,14_,cam_3,155.625625,80.7124875,247.026,174.718125,143.88299999999998,326.63612500000005,-0.8394370000000001,-0.281914,-0.46461800000000003
908,0,1560347027.0,0.975,1,3,11,14_,cam_3,160.95375,82.57754999999999,249.818125,145.94025,122.40337499999998,275.7985,-0.816695,-0.373651,-0.439767
909,0,1560347028.0,0.975,1,3,11,14_,cam_3,167.839625,85.1032875,258.906,144.68012500000003,121.882875,274.5685,-0.813242,-0.41921099999999994,-0.403609
910,0,1560347028.0,0.975,1,3,11,14_,cam_3,150.679875,75.3720125,229.35287499999995,149.21075,123.690375,279.126125,-0.8255440000000001,-0.38256,-0.41487799999999997
911,0,1560347029.0,0.975,1,3,11,14_,cam_3,158.15687499999999,78.5534,239.383875,146.20537499999998,119.57025,270.25775,-0.844392,-0.410904,-0.34374499999999997
912,0,1560347029.0,0.975,1,3,11,14_,cam_3,151.679625,74.91255,228.22075,151.51425,123.44212499999999,278.943,-0.8624870000000001,-0.36946100000000004,-0.345855
913,0,1560347029.0,0.975,1,3,11,14_,cam_3,158.91699999999997,77.5586625,235.60312499999998,154.41600000000003,124.13837500000001,279.616,-0.8737799999999999,-0.379816,-0.303725
914,0,1560347030.0,0.975,1,3,11,14_,cam_3,155.2765,76.4075375,230.07875,150.73650000000004,123.42175,275.96775,-0.799098,-0.488983,-0.34976799999999997
915,0,1560347030.0,0.975,1,3,11,14_,cam_3,148.198875,74.2830375,220.72475,136.879125,118.32825,257.2175,-0.8178529999999999,-0.47852100000000003,-0.319583
916,0,1560347031.0,0.975,1,3,11,14_,cam_3,142.9155,71.44183749999999,213.22,123.82462499999998,112.83162500000002,235.94099999999997,-0.835585,-0.35446300000000003,-0.419706
917,0,1560347031.0,0.975,1,3,11,14_,cam_3,138.502375,69.01235,203.758875,122.11262500000001,109.96312499999999,230.59325,-0.83983,-0.372967,-0.394439
918,0,1560347032.0,0.975,1,3,11,14_,cam_3,136.73925,67.23532499999999,200.12937499999998,130.123375,110.673125,240.17450000000005,-0.793321,-0.506361,-0.337995
919,0,1560347032.0,0.975,1,3,11,14_,cam_3,136.79500000000002,67.22201249999999,199.720125,130.10399999999998,110.35125000000001,239.66362500000002,-0.816567,-0.484213,-0.314256
920,0,1560347032.0,0.975,1,3,2,14_,cam_3,136.79074999999997,66.87527499999999,199.44262500000002,139.53775,117.861625,256.472,-0.830045,-0.441719,-0.340456
921,0,1560347033.0,0.975,1,3,2,14_,cam_3,135.359375,65.9918375,197.17725,140.104,118.302375,257.97412499999996,-0.81435,-0.45470600000000005,-0.36066
922,0,1560347033.0,0.975,1,3,2,14_,cam_3,135.325,66.09948750000001,197.15625,130.520375,111.17987500000001,241.73475000000002,-0.804117,-0.47007899999999997,-0.363899
923,0,1560347034.0,0.975,1,3,2,14_,cam_3,131.98075,64.51451250000001,192.02562499999996,105.762375,91.27595000000001,196.02962499999998,-0.842774,-0.43911300000000003,-0.311307
924,0,1560347034.0,0.975,1,3,2,14_,cam_3,131.49925,64.279875,191.29774999999998,127.78412499999999,109.5095,237.91337499999997,-0.8026449999999999,-0.501336,-0.323146
925,0,1560347034.0,0.975,1,3,2,14_,cam_3,132.640625,64.70875,192.98950000000002,125.52512499999999,108.52625,235.20162499999998,-0.798927,-0.505113,-0.326461
926,0,1560347035.0,0.975,1,3,2,14_,cam_3,136.1165,65.054675,198.20762499999998,117.46425,107.20375,222.3595,-0.816948,-0.396442,-0.41884399999999994
927,0,1560347035.0,0.975,1,3,2,14_,cam_3,127.32612499999999,60.820075,183.568625,123.81662499999999,109.80100000000002,230.108125,-0.8410850000000001,-0.379241,-0.385684
928,0,1560347036.0,0.975,1,3,2,14_,cam_3,123.1575,60.002862500000006,177.891625,118.94924999999999,105.11475,219.647,-0.876919,-0.330838,-0.34865300000000005
929,0,1560347036.0,0.975,1,3,2,14_,cam_3,122.59437500000001,59.7143375,177.21062500000002,118.75750000000001,105.0855,219.779875,-0.872675,-0.33786,-0.35254800000000003
930,0,1560347036.0,0.975,1,3,2,14_,cam_3,124.785625,60.7309625,180.46850000000003,125.2565,111.4845,233.03062500000004,-0.849189,-0.360641,-0.385767
931,0,1560347037.0,0.975,1,3,2,14_,cam_3,125.573625,59.665525,181.08399999999997,136.942,114.34850000000002,255.11074999999997,-0.801255,-0.531285,-0.275185
932,0,1560347037.0,0.975,1,3,2,14_,cam_3,138.11475000000002,64.008925,198.192625,148.86550000000003,113.81649999999999,269.4995,-0.891042,-0.368527,-0.26501399999999997
933,0,1560347038.0,0.975,1,3,2,14_,cam_3,142.130375,65.46007499999999,204.69162500000002,124.56325000000001,91.95205,227.346,-0.9167139999999999,-0.25703200000000004,-0.30589099999999997
934,0,1560347038.0,0.975,1,3,2,14_,cam_3,149.59775000000002,68.3028125,215.77475000000004,140.51425,99.2953,253.25175000000002,-0.925349,-0.20825500000000002,-0.316794
935,0,1560347038.0,0.975,1,3,2,14_,cam_3,154.8665,69.6730125,221.4375,161.76925,111.11349999999999,282.45062500000006,-0.9198700000000001,-0.259565,-0.29405
936,0,1560347039.0,0.975,1,3,2,14_,cam_3,149.411125,67.41041249999999,213.390875,128.01475,89.167075,224.415375,-0.888022,-0.317346,-0.332728
937,0,1560347039.0,0.975,1,3,2,14_,cam_3,150.365375,68.060225,214.41049999999998,135.474375,94.92096249999999,237.467375,-0.872353,-0.300791,-0.38539
938,0,1560347040.0,0.975,1,3,2,14_,cam_3,157.59212499999998,70.2902875,224.46437500000002,153.58024999999998,104.11875,267.404875,-0.94491,-0.23058499999999998,-0.232328
939,0,1560347040.0,0.975,1,3,2,14_,cam_3,152.55075,68.1657125,216.69150000000002,142.29975,98.8467125,248.771125,-0.8890809999999999,-0.33384899999999995,-0.313176
940,0,1560347040.0,0.975,1,3,2,14_,cam_3,147.55112499999998,66.78648749999999,209.828875,150.14512499999998,109.796625,263.138375,-0.8519950000000001,-0.392449,-0.346536
941,0,1560347041.0,0.975,1,3,2,14_,cam_3,143.0045,65.253525,203.094875,118.74399999999999,89.3365625,207.61125,-0.87913,-0.35106,-0.322315
