frame,face_id,timestamp,confidence,success,position,aoi,tester,client_id,eye_l_X,eye_l_Y,eye_l_Z,eye_r_X,eye_r_Y,eye_r_Z,gaze_l_X,gaze_l_Y,gaze_l_Z
464,0,1560414924.0,0.975,1,1,17,27_,cam_2,254.50400000000002,55.8696125,592.529625,218.809,75.5408625,631.957375,-0.45009,-0.198156,-0.87072
466,0,1560414927.0,0.975,1,1,17,27_,cam_2,331.364375,98.2230625,656.6891250000001,259.909375,99.53565,611.173625,-0.037029,-0.21845900000000001,-0.975143
467,0,1560414928.0,0.975,1,1,17,27_,cam_2,328.33162500000003,96.95557500000001,657.2915,261.014625,100.97158750000001,624.7620000000001,-0.12274600000000001,-0.21785100000000002,-0.968233
469,0,1560414931.0,0.975,1,1,17,27_,cam_2,401.80775,80.13080000000001,703.116375,323.35762500000004,59.686475,646.578625,-0.0535299,-0.08164199999999999,-0.995223
471,0,1560414934.0,0.925,1,1,17,27_,cam_2,233.64362500000001,66.00150000000001,600.3543749999999,216.70912500000003,94.90766250000001,685.5543749999999,-0.476131,-0.0832962,-0.8754209999999999
472,0,1560414934.0,0.975,1,1,17,27_,cam_2,236.71075,63.52155,605.4095,218.81300000000002,92.23640000000002,691.489,-0.472599,-0.0866752,-0.8770049999999999
473,0,1560414935.0,0.975,1,1,17,27_,cam_2,242.440625,71.66805,619.261,221.797125,100.2666375,697.259,-0.44530200000000003,-0.04359,-0.8943190000000001
474,0,1560414936.0,0.975,1,1,17,27_,cam_2,238.122,57.5968375,589.028875,211.489625,82.56175,650.255875,-0.435555,-0.16178399999999998,-0.8855040000000001
475,0,1560414938.0,0.975,1,1,11,27_,cam_2,283.282,45.274274999999996,603.96,226.39212500000002,48.000187499999996,594.771125,-0.191807,-0.202519,-0.96031
476,0,1560414940.0,0.975,1,1,11,27_,cam_2,336.57425,104.49775,640.413125,264.85462500000006,94.87513750000001,602.236375,-0.12403900000000001,-0.00238024,-0.992274
477,0,1560414940.0,0.975,1,1,11,27_,cam_2,340.42249999999996,102.18717500000001,646.7055,266.116625,91.09625,603.9411249999999,-0.136485,-0.0151886,-0.990526
478,0,1560414941.0,0.975,1,1,11,27_,cam_2,347.51637500000004,102.53437499999998,650.65,268.865125,89.7174125,599.9736250000001,-0.134213,-0.018819,-0.9907739999999999
480,0,1560414942.0,0.975,1,1,11,27_,cam_2,327.25112499999994,96.823075,616.6619999999999,258.1195,87.90225000000001,586.2872500000001,-0.194726,0.00163225,-0.980856
561,0,1560414945.0,0.975,1,1,13,27_,cam_3,-415.788625,-14.804274999999999,723.4575,-504.02175000000005,-15.2477625,802.7316250000001,0.0473413,0.12086,-0.99154
484,0,1560414948.0,0.975,1,1,13,27_,cam_2,247.00774999999996,49.458749999999995,610.04975,202.79225,63.321125,622.692375,-0.312327,-0.438012,-0.8429690000000001
485,0,1560414949.0,0.975,1,1,13,27_,cam_2,239.6465,40.7849875,580.718,196.44025000000002,53.752962499999995,592.722,-0.28141700000000003,-0.47584499999999996,-0.833292
487,0,1560414955.0,0.975,1,1,7,27_,cam_2,243.708,37.646625,599.415625,203.692,53.8367875,625.2396249999999,-0.386441,-0.388268,-0.836607
