frame,face_id,timestamp,confidence,success,position,aoi,tester,client_id,eye_l_X,eye_l_Y,eye_l_Z,eye_r_X,eye_r_Y,eye_r_Z,gaze_l_X,gaze_l_Y,gaze_l_Z
207,0,1560337097.0,0.925,1,3,26,09_,cam_4,-17.2853375,221.29062499999998,852.514875,-70.498625,223.213625,850.2375,0.22009,-0.0250654,-0.975158
210,0,1560337099.0,0.975,1,3,26,09_,cam_4,82.09518750000001,108.2225,755.1251250000001,30.058,114.31275000000001,775.57475,0.0012062999999999998,-0.0808767,-0.9967229999999999
211,0,1560337102.0,0.975,1,3,26,09_,cam_4,-99.94591249999999,150.7745,745.5374999999999,-114.8005,203.454375,785.0561249999998,-0.512069,-0.215518,-0.831467
212,0,1560337102.0,0.975,1,3,26,09_,cam_4,-109.61675000000001,153.11212500000002,755.205125,-133.80712499999998,208.93737500000003,822.111,-0.46533900000000006,-0.158748,-0.8707799999999999
213,0,1560337105.0,0.975,1,3,26,09_,cam_4,-126.7055,158.132125,760.5953750000001,-144.147375,209.617875,799.50125,-0.479724,-0.207602,-0.852506
216,0,1560337113.0,0.975,1,3,12,09_,cam_4,-170.97,162.17262499999998,815.361875,-195.97875,213.99625,874.3122500000001,-0.448611,-0.18865,-0.87359
217,0,1560337117.0,0.975,1,3,12,09_,cam_4,-131.114875,143.94424999999998,808.0706250000001,-154.133,195.62712499999998,865.04125,-0.478238,-0.201551,-0.8547899999999999
218,0,1560337118.0,0.975,1,3,16,09_,cam_4,28.4184625,110.069375,753.17975,-22.302075,127.964125,816.8133750000001,-0.12306600000000001,-0.0844299,-0.988801
225,0,1560337135.0,0.975,1,3,3,09_,cam_4,-12.931649999999998,140.969,838.7534999999999,-65.2144,174.16125,942.3086249999999,-0.15221099999999999,-0.0105447,-0.9882920000000001
226,0,1560337137.0,0.975,1,3,3,09_,cam_4,37.108487499999995,74.48389999999999,784.0985,-14.451362500000002,86.131875,818.7057500000001,-0.00884418,-0.338805,-0.940815
228,0,1560337139.0,0.975,1,3,4,09_,cam_4,67.63455,74.08409999999999,792.404,16.0273,81.213375,825.27475,-0.021355000000000002,-0.364734,-0.930867
229,0,1560337139.0,0.975,1,3,4,09_,cam_4,68.57700000000001,75.64545,791.584875,16.6740125,82.253275,820.1695,-0.017985400000000002,-0.402092,-0.915423
230,0,1560337141.0,0.975,1,3,4,09_,cam_4,61.2488125,83.94127499999999,778.809,9.96078625,91.7355,814.1158750000001,-0.012039900000000001,-0.259128,-0.9657680000000001
231,0,1560337142.0,0.975,1,3,4,09_,cam_4,63.384412499999996,86.06700000000001,785.039,11.322275,93.251975,814.647125,-0.0136217,-0.29989299999999997,-0.953875
232,0,1560337142.0,0.975,1,3,4,09_,cam_4,65.57905,86.550175,787.39925,13.022475000000002,93.153925,811.64175,-0.0185788,-0.341948,-0.939535
233,0,1560337143.0,0.975,1,3,4,09_,cam_4,66.01075,83.5944375,777.3629999999999,13.877925,89.623325,798.468625,-0.028055400000000005,-0.38,-0.9245610000000001
234,0,1560337144.0,0.925,1,3,4,09_,cam_4,48.09428750000001,89.789525,766.566625,-2.365769,104.95287500000002,824.001375,-0.0932541,-0.293047,-0.9515389999999999
239,0,1560337159.0,0.975,1,3,9,09_,cam_4,-132.393875,153.142125,986.839125,-169.82325,177.97750000000002,1032.455,-0.43578100000000003,-0.232555,-0.86949
241,0,1560337163.0,0.975,1,3,6,09_,cam_4,-11.481755000000001,96.1968375,865.913,-60.90811250000001,120.96087500000002,951.785125,-0.28522,-0.279752,-0.9167270000000001
242,0,1560337164.0,0.975,1,3,6,09_,cam_4,-6.63781375,96.53014999999999,892.018125,-54.09898749999999,120.061375,942.8210000000001,-0.312628,-0.330287,-0.890603
244,0,1560337167.0,0.975,1,3,6,09_,cam_4,25.488687500000005,81.05218750000002,796.5165000000001,-23.469399999999997,100.27276250000001,865.155,-0.230147,-0.38277100000000003,-0.894717
245,0,1560337167.0,0.975,1,3,6,09_,cam_4,22.687675000000002,81.25576250000002,797.6140000000001,-26.664525000000005,100.1543625,859.5229999999999,-0.234592,-0.39571999999999996,-0.8879030000000001
246,0,1560337172.0,0.975,1,3,23,09_,cam_4,-135.86025,145.56062500000002,717.548,-152.704375,194.758875,733.227125,-0.461624,-0.324441,-0.825616
252,0,1560337191.0,0.975,1,3,18,09_,cam_4,-39.6623375,115.97100000000002,765.4551250000001,-65.6869625,163.089125,792.198,-0.5126890000000001,-0.328502,-0.793244
253,0,1560337191.0,0.975,1,3,18,09_,cam_4,-40.5711,114.67112500000002,754.2301249999998,-66.4528,162.98612500000002,790.14375,-0.524217,-0.331882,-0.7842520000000001
254,0,1560337191.0,0.975,1,3,18,09_,cam_4,-39.04815,114.07762500000001,750.084875,-65.2052875,161.44325000000003,783.6163750000001,-0.523491,-0.355417,-0.774362
256,0,1560337194.0,0.975,1,3,1,09_,cam_4,99.3340625,92.22535,843.70275,43.9137,83.9639,811.8505,0.185159,-0.30913,-0.9328209999999999
257,0,1560337195.0,0.975,1,3,1,09_,cam_4,102.96525000000001,90.9626375,825.9745,47.596662499999994,81.8008625,792.1589999999999,0.202994,-0.332024,-0.92117
258,0,1560337195.0,0.975,1,3,1,09_,cam_4,103.28612499999998,91.062025,821.746,48.49855,82.679975,799.90925,0.18820499999999998,-0.37366900000000003,-0.9082680000000001
259,0,1560337196.0,0.975,1,3,1,09_,cam_4,103.510875,91.0596375,818.9673750000001,49.224824999999996,82.7136375,799.7001250000001,0.185871,-0.387936,-0.90275
260,0,1560337196.0,0.975,1,3,1,09_,cam_4,103.16024999999999,91.35798750000001,816.9010000000001,48.930075,82.8956125,797.69525,0.188452,-0.40231500000000003,-0.8958950000000001
261,0,1560337197.0,0.975,1,3,1,09_,cam_4,102.63725000000001,90.39855,813.1751250000001,48.686662500000004,82.19205,796.1311250000001,0.18797,-0.41336000000000006,-0.8909549999999999
262,0,1560337197.0,0.975,1,3,1,09_,cam_4,103.01025,88.8506125,807.463625,49.17020000000001,80.6648875,789.167125,0.191298,-0.42590100000000003,-0.884315
263,0,1560337200.0,0.975,1,3,1,09_,cam_4,106.925625,109.66137499999998,798.9000000000001,52.2054875,101.76301249999999,770.99825,0.15241300000000002,-0.138787,-0.9785229999999999
264,0,1560337201.0,0.975,1,3,1,09_,cam_4,52.3655125,86.666525,774.8045000000001,2.3004248749999996,99.02588750000001,814.363625,-0.021871900000000003,-0.22511199999999998,-0.974087
265,0,1560337204.0,0.925,1,3,15,09_,cam_4,9.80737,100.3975125,829.229875,-36.240512499999994,131.06,916.078625,-0.279945,-0.274582,-0.919911
268,0,1560337218.0,0.975,1,3,20,09_,cam_4,-113.6225,143.074375,737.636625,-130.166875,193.98074999999997,765.4541249999999,-0.49858199999999997,-0.283802,-0.819068
269,0,1560337223.0,0.975,1,3,2,09_,cam_4,-179.14249999999998,189.03737499999997,1071.7,-202.75125,206.832625,1093.88625,-0.484058,-0.157747,-0.8607
270,0,1560337225.0,0.925,1,3,2,09_,cam_4,32.750325000000004,93.748025,751.1759999999999,-19.439337499999997,105.52387499999999,796.0321250000001,-0.0274816,-0.182449,-0.9828309999999999
271,0,1560337225.0,0.925,1,3,2,09_,cam_4,39.1374375,102.4912375,766.6392500000002,-11.68953375,117.48812500000003,826.2729999999999,-0.0772221,-0.148609,-0.985876
272,0,1560337230.0,0.975,1,3,17,09_,cam_4,-76.31379999999999,120.37124999999999,767.69425,-98.30193750000001,170.06787500000002,803.6826249999999,-0.5252829999999999,-0.284995,-0.801783
273,0,1560337232.0,0.975,1,3,17,09_,cam_4,107.75750000000001,119.874375,788.2367499999999,52.8005625,113.36925000000001,763.2919999999999,0.14044500000000001,-0.0305478,-0.989617
276,0,1560337238.0,0.975,1,3,5,09_,cam_4,-81.88088749999999,128.77824999999999,949.231,-133.232625,156.95774999999998,1044.4274999999998,-0.31969899999999996,-0.0866677,-0.9435469999999999
277,0,1560337241.0,0.975,1,3,5,09_,cam_4,5.595205,90.5954125,794.17625,-44.8267875,113.5425,868.9923749999999,-0.19483399999999998,-0.304318,-0.9324319999999999
278,0,1560337243.0,0.925,1,3,19,09_,cam_4,56.677575000000004,118.24450000000002,765.69625,5.795898749999999,131.70625,813.8231249999999,-0.0564951,-0.104143,-0.992956
279,0,1560337243.0,0.975,1,3,19,09_,cam_4,55.837475000000005,112.82874999999999,760.4977499999999,4.5382925,124.60825,798.462125,-0.046523199999999994,-0.140398,-0.989002
281,0,1560337249.0,0.975,1,3,25,09_,cam_4,-82.0984125,120.13687499999999,756.9938749999999,-106.753375,172.520625,816.21075,-0.511031,-0.225561,-0.8294389999999999
282,0,1560337254.0,0.975,1,3,11,09_,cam_4,-62.910262499999995,116.825125,756.725375,-87.88817499999999,165.698125,797.9572499999999,-0.5094,-0.315544,-0.8005899999999999
283,0,1560337257.0,0.975,1,3,11,09_,cam_4,-103.58325,136.501,999.5296250000001,-149.556,149.52125,1046.80625,-0.324324,-0.0450103,-0.944875
286,0,1560337263.0,0.975,1,3,13,09_,cam_4,-68.57294999999999,115.81187499999999,874.2473749999999,-121.983375,130.07325,942.567125,-0.260104,-0.0639674,-0.9634590000000001
288,0,1560337271.0,0.975,1,3,24,09_,cam_4,-91.12201250000001,132.317,733.8365000000001,-113.71600000000001,181.686,762.7507500000002,-0.49808900000000006,-0.34417,-0.795898
290,0,1560337277.0,0.975,1,3,14,09_,cam_4,-83.19805000000001,130.54625,922.5815,-112.065625,164.28837500000003,966.8539999999999,-0.507942,-0.310267,-0.803573
291,0,1560337277.0,0.975,1,3,14,09_,cam_4,-74.81561250000001,125.28525,910.7002500000001,-96.5301625,159.772625,958.662375,-0.55658,-0.305172,-0.7727149999999999
292,0,1560337278.0,0.975,1,3,14,09_,cam_4,-72.3155875,126.077,911.86425,-95.66629999999999,162.03449999999998,957.38,-0.547198,-0.326579,-0.770663
295,0,1560337284.0,0.975,1,3,10,09_,cam_4,-30.586575000000003,137.69625,892.7325,-80.44765000000001,171.180875,1008.2762500000001,-0.305137,-0.0366704,-0.9516020000000001
297,0,1560337285.0,0.975,1,3,10,09_,cam_4,-35.9086625,133.80087500000002,883.91425,-85.570875,166.335125,995.4245,-0.301642,-0.0369658,-0.9527040000000001
