frame,face_id,timestamp,confidence,success,position,aoi,tester,client_id,eye_l_X,eye_l_Y,eye_l_Z,eye_r_X,eye_r_Y,eye_r_Z,gaze_l_X,gaze_l_Y,gaze_l_Z
337,0,1560344848.0,0.975,1,1,5,13_,cam_3,-346.29200000000003,222.8055,811.222625,-427.887875,240.056375,879.5432500000001,0.236182,-0.06973439999999999,-0.969203
349,0,1560344849.0,0.975,1,1,5,13_,cam_2,364.073375,97.4119625,764.406125,292.161,90.90042500000001,716.22375,-0.07072660000000001,0.06007869999999999,-0.995685
338,0,1560344850.0,0.975,1,1,5,13_,cam_3,-378.04125,199.45425,780.9879999999999,-461.2785,214.969625,844.2281250000001,0.301613,-0.0397147,-0.9526030000000001
350,0,1560344850.0,0.975,1,1,5,13_,cam_2,359.3008750000001,60.06510000000001,735.862125,285.23962500000005,54.5643125,684.45025,-0.06923330000000001,0.09639539999999999,-0.9929319999999999
339,0,1560344851.0,0.975,1,1,5,13_,cam_3,-425.44849999999997,160.52225,766.3185,-517.2035,176.53074999999998,836.2337499999999,0.346481,-0.00394573,-0.938049
351,0,1560344852.0,0.975,1,1,5,13_,cam_2,362.40599999999995,38.9031,703.063625,290.40225,34.8521375,659.47675,-0.109259,0.09102189999999999,-0.9898370000000001
352,0,1560344853.0,0.975,1,1,5,13_,cam_2,376.25925,-14.441512500000002,662.9222500000001,315.863625,-15.365300000000001,647.7245,-0.23427699999999999,0.0659638,-0.969929
353,0,1560344855.0,0.975,1,1,5,13_,cam_2,380.20887500000003,-49.5111625,625.7,318.46850000000006,-48.689187499999996,605.79275,-0.222485,-0.0102224,-0.9748829999999999
354,0,1560344856.0,0.975,1,1,5,13_,cam_2,361.93125000000003,-86.47233750000001,628.5408749999999,301.6015,-85.05822500000001,614.003125,-0.24387199999999998,-0.00458235,-0.9697969999999999
361,0,1560344864.0,0.975,1,1,18,13_,cam_2,277.29224999999997,-13.98385,655.3977499999999,270.78325,10.92704125,749.043625,-0.535459,0.190913,-0.822701
362,0,1560344867.0,0.925,1,1,18,13_,cam_2,284.977625,-1.0123734974999998,623.418875,265.28387499999997,18.340262499999998,688.6291249999999,-0.488129,0.1589,-0.8581850000000001
363,0,1560344867.0,0.975,1,1,18,13_,cam_2,290.716875,-4.85716,619.91175,268.94462500000003,10.800756250000001,683.2396249999999,-0.46715200000000007,0.189368,-0.86366
364,0,1560344868.0,0.975,1,1,18,13_,cam_2,292.63687500000003,-12.177311249999999,610.996875,268.12075,0.6502519749999999,668.199375,-0.463359,0.18195,-0.86729
