frame,face_id,timestamp,confidence,success,position,aoi,tester,client_id,eye_l_X,eye_l_Y,eye_l_Z,eye_r_X,eye_r_Y,eye_r_Z,gaze_l_X,gaze_l_Y,gaze_l_Z
131,0,1560496232.0,0.925,1,1,6,38_,cam_3,-299.63824999999997,84.4384875,588.790125,-380.376125,92.5334,638.560125,0.297457,-0.36638000000000004,-0.8816379999999999
132,0,1560496232.0,0.975,1,1,6,38_,cam_3,-302.896125,87.90164999999999,587.656875,-389.683875,98.16392499999999,647.28025,0.285302,-0.32553499999999996,-0.90146
152,0,1560496232.0,0.975,1,1,6,38_,cam_2,304.31162500000005,119.52812499999999,629.708,238.77375,111.2125,599.9735,-0.0504257,-0.361725,-0.9309200000000001
133,0,1560496233.0,0.975,1,1,6,38_,cam_3,-307.156875,87.837475,595.0314999999999,-387.719375,95.649775,643.079125,0.27652899999999997,-0.288382,-0.916716
153,0,1560496233.0,0.975,1,1,6,38_,cam_2,302.44875,124.30812499999999,633.69525,242.40375,121.212625,620.5459999999999,-0.122215,-0.314481,-0.941364
134,0,1560496233.0,0.925,1,1,6,38_,cam_3,-301.41837499999997,87.2961375,586.230625,-387.05174999999997,97.32326250000001,643.8599999999999,0.278814,-0.298616,-0.9127379999999999
154,0,1560496233.0,0.975,1,1,6,38_,cam_2,303.28175,126.62825,636.732125,244.75475,123.00687500000001,626.121375,-0.0846718,-0.31904899999999997,-0.943948
135,0,1560496233.0,0.975,1,1,6,38_,cam_3,-297.82599999999996,87.47506249999999,581.578875,-381.71362500000004,96.30363750000001,636.3765000000001,0.288907,-0.296693,-0.910223
155,0,1560496234.0,0.975,1,1,6,38_,cam_2,308.79375,125.42775000000002,630.62975,242.63375000000002,119.48575,603.9995,-0.0921985,-0.329248,-0.939731
136,0,1560496234.0,0.975,1,1,6,38_,cam_3,-298.856625,86.07646249999999,585.6005,-381.77375,94.18785,638.718375,0.295023,-0.319087,-0.9006360000000001
156,0,1560496234.0,0.975,1,1,6,38_,cam_2,314.0727499999999,128.918375,638.6220000000001,250.823125,123.74925,619.352,-0.102158,-0.321313,-0.9414469999999999
137,0,1560496234.0,0.975,1,1,6,38_,cam_3,-293.22450000000003,84.8518,578.7406249999999,-374.758875,92.12025000000001,629.6365,0.309577,-0.327542,-0.8926799999999999
157,0,1560496235.0,0.975,1,1,6,38_,cam_2,312.38225,123.197375,625.841625,250.024375,116.20725,605.98775,-0.0719694,-0.348077,-0.934699
138,0,1560496235.0,0.925,1,1,6,38_,cam_3,-292.7535,84.25851250000001,577.46475,-373.25362499999994,91.26110000000001,626.8965000000001,0.309145,-0.327009,-0.893025
158,0,1560496235.0,0.975,1,1,6,38_,cam_2,310.44012499999997,125.72275,634.41425,247.36112500000002,121.42725,615.4011249999999,-0.125391,-0.329651,-0.935739
139,0,1560496235.0,0.975,1,1,6,38_,cam_3,-300.5505,89.6137625,578.322125,-396.10487500000005,102.19878749999998,653.065375,0.267689,-0.240537,-0.932998
159,0,1560496236.0,0.975,1,1,6,38_,cam_2,319.84112500000003,135.51350000000002,645.4517500000001,253.86674999999997,127.75387500000001,619.0390000000001,-0.0732663,-0.26595100000000005,-0.961198
140,0,1560496237.0,0.975,1,1,6,38_,cam_3,-262.65975,107.68675,576.3615,-316.957,99.91318749999999,579.1825000000001,0.552219,-0.201355,-0.809018
160,0,1560496237.0,0.925,1,1,6,38_,cam_2,406.65662499999996,179.374125,733.3998750000001,341.72425,162.918625,689.1975,0.0497455,-0.0556004,-0.9972129999999999
141,0,1560496238.0,0.975,1,1,6,38_,cam_3,-266.19625,160.962,676.2955000000001,-296.3705,134.93975,636.557,0.6485529999999999,-0.0247548,-0.760767
161,0,1560496241.0,0.975,1,1,6,38_,cam_2,417.750625,230.01637499999998,751.3085,339.00912500000004,183.769,657.2307500000001,0.20061600000000002,-0.149553,-0.9681879999999999
145,0,1560496242.0,0.975,1,1,6,38_,cam_3,-267.742375,102.71175,622.677875,-324.32437500000003,90.14252499999999,631.7511250000001,0.502542,-0.334007,-0.797428
146,0,1560496243.0,0.975,1,1,6,38_,cam_3,-268.89687499999997,99.34436249999999,619.5780000000001,-326.286875,87.3959125,630.905375,0.5254840000000001,-0.39104099999999997,-0.7556149999999999
162,0,1560496243.0,0.925,1,1,6,38_,cam_2,390.52950000000004,184.75187499999998,727.726375,338.03275,171.39274999999998,699.928625,0.12272999999999999,-0.11110199999999999,-0.986202
147,0,1560496243.0,0.975,1,1,6,38_,cam_3,-274.356625,99.9618125,627.253,-329.13125,87.40298750000001,632.2846250000001,0.564301,-0.393968,-0.7255020000000001
148,0,1560496244.0,0.975,1,1,6,38_,cam_3,-278.309375,101.09832499999999,626.886125,-336.30112499999996,91.12983750000001,635.919,0.5153369999999999,-0.398516,-0.758691
163,0,1560496245.0,0.975,1,1,6,38_,cam_2,341.98175,172.018375,698.805,277.7635,151.81162500000002,654.765875,0.09866110000000002,-0.347333,-0.9325370000000001
149,0,1560496245.0,0.925,1,1,6,38_,cam_3,-287.767,89.74007499999999,586.872875,-371.4864999999999,97.79910000000001,646.5472500000001,0.316256,-0.374665,-0.871555
164,0,1560496246.0,0.925,1,1,6,38_,cam_2,357.78574999999995,158.301,705.1385,288.205375,137.09837500000003,654.2195,0.0781873,-0.357039,-0.930811
165,0,1560496247.0,0.925,1,1,6,38_,cam_2,345.98212499999994,150.83137499999998,676.80375,290.713375,127.96900000000002,655.162125,0.078675,-0.42741599999999996,-0.900625
150,0,1560496248.0,0.975,1,1,8,38_,cam_3,-256.60974999999996,162.411625,643.290875,-286.974125,131.765875,603.71025,0.647221,-0.11319000000000001,-0.7538520000000001
166,0,1560496248.0,0.975,1,1,8,38_,cam_2,309.0875,137.844875,658.3361249999999,246.40475,127.94912499999998,632.628625,-0.013225899999999999,-0.45568800000000004,-0.890041
154,0,1560496250.0,0.975,1,1,8,38_,cam_3,-258.307875,137.07524999999998,617.04225,-297.55950000000007,113.9965,597.115,0.616157,-0.119591,-0.7784909999999999
155,0,1560496250.0,0.975,1,1,8,38_,cam_3,-256.1775,131.097375,591.149,-297.30137500000006,113.38125,575.601625,0.550349,-0.138676,-0.8233370000000001
167,0,1560496251.0,0.925,1,1,8,38_,cam_2,395.35074999999995,169.17025,680.9254999999999,340.741,161.564375,652.5616249999999,0.06816069999999999,0.0246836,-0.9973690000000001
168,0,1560496251.0,0.975,1,1,8,38_,cam_2,403.743875,178.671625,702.787875,328.54474999999996,156.223625,642.426125,0.026971199999999997,-0.00734502,-0.999609
169,0,1560496252.0,0.975,1,1,8,38_,cam_2,412.95825,187.256375,728.11025,337.5944999999999,160.928875,666.5554999999999,0.00918167,-0.0416379,-0.999091
156,0,1560496252.0,0.975,1,1,8,38_,cam_3,-270.23350000000005,117.21275000000001,586.31175,-343.92575,117.98487500000002,633.1212499999999,0.284999,-0.299535,-0.910524
170,0,1560496252.0,0.975,1,1,8,38_,cam_2,434.87649999999996,201.742625,774.3908749999999,358.16075,172.21362499999998,708.8626250000001,0.00933739,-0.0466755,-0.998866
171,0,1560496254.0,0.975,1,1,8,38_,cam_2,293.07000000000005,145.535125,650.79625,226.60225,135.05712499999998,615.8975,-0.0168124,-0.40673000000000004,-0.913394
157,0,1560496254.0,0.975,1,1,8,38_,cam_3,-299.54812499999997,100.30227500000001,606.98,-389.524875,110.69475,678.030625,0.289001,-0.324036,-0.9008209999999999
158,0,1560496254.0,0.925,1,1,8,38_,cam_3,-299.60025,89.36318750000001,595.090125,-386.53862499999997,100.5956375,661.7375,0.236612,-0.39345399999999997,-0.888374
159,0,1560496255.0,0.925,1,1,8,38_,cam_3,-304.611875,87.33881249999999,596.6241249999999,-391.3873750000001,97.98112499999999,661.0746250000001,0.225442,-0.409621,-0.8839610000000001
160,0,1560496255.0,0.925,1,1,8,38_,cam_3,-307.667375,87.95477500000001,601.521625,-385.32399999999996,95.86087500000001,647.217875,0.278542,-0.43291499999999994,-0.8573209999999999
172,0,1560496255.0,0.975,1,1,8,38_,cam_2,295.48475,130.117,676.92975,223.816625,120.641625,626.691,0.00143413,-0.390917,-0.920425
161,0,1560496256.0,0.925,1,1,8,38_,cam_3,-307.769125,89.4324625,612.348875,-370.94887499999993,92.8750625,630.9385,0.31714699999999996,-0.485519,-0.814671
173,0,1560496256.0,0.975,1,1,8,38_,cam_2,303.29299999999995,133.445375,684.1569999999999,229.7785,122.93737499999999,634.500375,0.0105535,-0.385971,-0.922451
162,0,1560496256.0,0.925,1,1,8,38_,cam_3,-306.813,80.38238750000001,604.424125,-374.588125,85.545575,631.318125,0.27681,-0.500325,-0.8203969999999999
174,0,1560496256.0,0.975,1,1,8,38_,cam_2,304.26312499999995,132.877,680.750875,235.82425,125.10137499999999,645.956625,-0.0122871,-0.418101,-0.9083180000000001
175,0,1560496257.0,0.975,1,1,8,38_,cam_2,292.13849999999996,125.63012500000002,654.065875,233.69587499999997,121.66,642.208875,-0.043840199999999996,-0.49297799999999997,-0.868936
176,0,1560496257.0,0.975,1,1,8,38_,cam_2,286.8805,116.38775,636.973875,230.49699999999999,113.09924999999998,629.4322500000001,-0.0580764,-0.529278,-0.846458
165,0,1560496257.0,0.925,1,1,8,38_,cam_3,-307.437625,79.8830125,610.0937499999999,-376.178125,85.52293750000001,637.471625,0.28621199999999997,-0.501604,-0.81638
177,0,1560496258.0,0.975,1,1,8,38_,cam_2,286.6735,113.47325000000001,633.1925,228.178375,110.222125,619.190875,-0.0570237,-0.54042,-0.839461
166,0,1560496258.0,0.925,1,1,8,38_,cam_3,-311.20250000000004,81.18662499999999,617.6797500000001,-380.922375,85.463875,645.0805,0.288526,-0.483641,-0.8263440000000001
178,0,1560496258.0,0.975,1,1,8,38_,cam_2,291.8315,115.61237499999999,643.5925,234.67762499999998,112.333,636.431125,-0.0620307,-0.550762,-0.832354
167,0,1560496258.0,0.925,1,1,9,38_,cam_3,-319.88475,83.5151875,626.723375,-389.528875,87.4763375,652.562375,0.277343,-0.465217,-0.840627
179,0,1560496258.0,0.975,1,1,9,38_,cam_2,287.29112499999997,116.71775,642.5833749999999,232.541,114.66174999999998,641.2524999999999,-0.0677426,-0.557072,-0.8276969999999999
168,0,1560496259.0,0.925,1,1,9,38_,cam_3,-315.708875,83.82208750000001,619.908875,-386.533375,88.08298749999999,648.516125,0.278086,-0.46508599999999994,-0.840454
180,0,1560496259.0,0.975,1,1,9,38_,cam_2,289.235125,118.776125,647.7002499999999,233.73475,116.43837499999998,645.06575,-0.0682441,-0.547938,-0.833731
169,0,1560496259.0,0.925,1,1,9,38_,cam_3,-312.46837500000004,82.7118625,614.84975,-382.043875,86.6671125,642.61225,0.279519,-0.49121899999999996,-0.8249690000000001
181,0,1560496259.0,0.975,1,1,9,38_,cam_2,283.64012499999995,116.7575,639.6937499999999,228.84875,114.119125,636.44625,-0.06678150000000001,-0.568861,-0.8197180000000001
170,0,1560496260.0,0.925,1,1,9,38_,cam_3,-315.6885,82.798775,617.046875,-384.40612500000003,86.2715625,643.208625,0.272333,-0.484188,-0.8315030000000001
182,0,1560496260.0,0.975,1,1,9,38_,cam_2,282.41075,116.59437499999999,641.501625,226.25300000000001,113.641875,634.4617499999999,-0.049647199999999996,-0.567862,-0.821625
171,0,1560496260.0,0.925,1,1,9,38_,cam_3,-315.53249999999997,83.0855,615.71275,-379.03099999999995,85.8619875,633.8808750000001,0.273019,-0.503015,-0.8200219999999999
183,0,1560496260.0,0.975,1,1,9,38_,cam_2,284.161375,117.3315,647.282,226.82075,114.49549999999999,637.330375,-0.050827699999999996,-0.556758,-0.829118
184,0,1560496262.0,0.975,1,1,9,38_,cam_2,352.12875,138.76537499999998,736.215375,271.104375,116.73649999999999,657.969625,0.124367,-0.369116,-0.921025
185,0,1560496264.0,0.925,1,1,9,38_,cam_2,403.76337500000005,144.27325,773.2835,302.326,119.84225,649.0502499999999,0.210443,-0.22700599999999999,-0.9508850000000001
186,0,1560496265.0,0.925,1,1,3,38_,cam_2,421.92437500000005,153.78187499999999,806.389625,339.993125,137.93075,712.3367499999999,0.24357399999999998,-0.196443,-0.94978
187,0,1560496265.0,0.975,1,1,3,38_,cam_2,421.73912499999994,156.2165,806.9522499999999,352.11175,143.20524999999998,730.4933749999999,0.266279,-0.1966,-0.9436329999999999
188,0,1560496266.0,0.975,1,1,3,38_,cam_2,431.522875,160.862625,828.1447500000002,366.50849999999997,148.88649999999998,760.56075,0.254931,-0.196971,-0.946685
189,0,1560496266.0,0.975,1,1,3,38_,cam_2,444.56649999999996,163.982125,855.3105,345.81625,136.35725000000002,725.3266249999999,0.236373,-0.24902800000000003,-0.939209
