frame,face_id,timestamp,confidence,success,position,aoi,tester,client_id,eye_l_X,eye_l_Y,eye_l_Z,eye_r_X,eye_r_Y,eye_r_Z,gaze_l_X,gaze_l_Y,gaze_l_Z
261,0,1560521162.0,0.975,1,3,5,46_,cam_4,162.49874999999997,245.95399999999998,753.22275,111.37275,255.225125,760.734375,-0.0592028,-0.26708000000000004,-0.9618540000000001
262,0,1560521163.0,0.925,1,3,5,46_,cam_4,208.04162499999998,232.08275,749.322,156.3715,237.711,752.24725,-0.113692,-0.387924,-0.914653
263,0,1560521164.0,0.925,1,3,5,46_,cam_4,217.11975,239.579375,767.69275,162.6415,242.357,762.2585,-0.0983192,-0.392583,-0.9144459999999999
264,0,1560521164.0,0.975,1,3,5,46_,cam_4,216.638125,241.86324999999997,770.2835,162.465375,244.751125,765.6802499999999,-0.09541089999999999,-0.398255,-0.912299
265,0,1560521164.0,0.975,1,3,5,46_,cam_4,215.71625000000003,243.16862500000002,770.6577500000001,161.015,245.43475,763.75525,-0.0911738,-0.401202,-0.911441
266,0,1560521165.0,0.925,1,3,5,46_,cam_4,221.72337499999998,240.21625,766.909,166.27075000000002,241.46687500000002,756.7591250000002,-0.0887168,-0.402416,-0.911148
267,0,1560521165.0,0.925,1,3,5,46_,cam_4,224.38475,238.63387500000002,764.1700000000001,169.459,240.23037499999998,756.157125,-0.09225030000000001,-0.3961,-0.9135620000000001
268,0,1560521166.0,0.975,1,3,5,46_,cam_4,225.73062499999997,240.45487500000002,769.24,170.279,241.47224999999997,759.8164999999999,-0.0886103,-0.38809899999999997,-0.9173479999999999
269,0,1560521166.0,0.975,1,3,5,46_,cam_4,224.96187499999996,238.38100000000003,762.8975,169.50362500000003,239.35487500000002,753.2648750000001,-0.09148930000000001,-0.39029899999999995,-0.9161309999999999
270,0,1560521167.0,0.975,1,3,5,46_,cam_4,225.7345,237.794375,759.8154999999999,170.578625,239.00125,751.883375,-0.09437369999999999,-0.38625,-0.9175540000000001
271,0,1560521167.0,0.975,1,3,5,46_,cam_4,226.03025,237.49762499999997,759.600375,171.42437499999997,239.133125,753.13725,-0.0967231,-0.387294,-0.916869
272,0,1560521168.0,0.925,1,3,5,46_,cam_4,227.56300000000005,237.50725,763.1872500000001,172.15925,238.46000000000004,754.69025,-0.09489550000000001,-0.383423,-0.9186850000000001
273,0,1560521168.0,0.925,1,3,5,46_,cam_4,228.16275000000002,235.17700000000002,760.25775,172.580875,235.70875,751.2036250000001,-0.09365810000000001,-0.380725,-0.919933
274,0,1560521169.0,0.975,1,3,5,46_,cam_4,227.21824999999995,232.46712499999998,755.931,172.426,233.79074999999997,748.95425,-0.0956948,-0.373747,-0.922581
275,0,1560521171.0,0.975,1,3,5,46_,cam_4,193.47225000000003,242.912875,786.777875,157.58249999999998,273.36287500000003,857.342,-0.34733400000000003,-0.23495500000000002,-0.9078299999999999
276,0,1560521173.0,0.975,1,3,5,46_,cam_4,161.284625,287.76750000000004,889.6160000000002,127.94299999999998,326.66949999999997,965.7302500000001,-0.441134,-0.167632,-0.8816459999999999
