position,duration,channel,type,name
14621432,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14621433,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14621435,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14621450,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14624293,0,-1,81,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"20"}}
14624296,0,-1,82,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"20"}}
14624296,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14624298,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14624298,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14624300,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14624300,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14624304,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14624306,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14624307,0,-1,79,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"10"}}
14624308,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624309,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624311,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624313,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624314,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624316,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624318,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624319,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624319,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14624516,0,-1,80,{"task_state":"completed" "plan_step":"20"}}
14624520,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14624521,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624523,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14624539,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14625126,0,-1,86,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"21"}}
14625129,0,-1,87,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"21"}}
14625130,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14625131,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14625131,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14625133,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14625133,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14625136,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14625138,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14625139,0,-1,83,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"11"}}
14625141,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625143,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625144,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625146,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625148,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625150,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625151,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625153,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14625153,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625306,0,-1,84,{"task_state":"completed" "plan_step":"21"}}
14625309,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14625309,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625311,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625326,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14625848,0,-1,89,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"22"}}
14625852,0,-1,90,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"22"}}
14625852,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14625853,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625853,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625855,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625855,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625858,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625859,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625861,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625863,0,-1,88,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"12"}}
14625864,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14625866,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14625868,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14625869,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14625871,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14625873,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14625874,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14625874,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14626051,0,-1,85,{"task_state":"completed" "plan_step":"22"}}
14626053,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14626054,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626056,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626071,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14626392,0,-1,93,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"23"}}
14626395,0,-1,94,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"23"}}
14626395,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14626396,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626396,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626398,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626398,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626402,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626402,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626405,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626405,0,-1,91,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"13"}}
14626407,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626409,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626410,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626412,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626414,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626416,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626417,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626417,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14626506,0,-1,92,{"task_state":"completed" "plan_step":"23"}}
14626509,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14626510,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626526,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626533,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14626934,0,-1,96,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"24"}}
14626937,0,-1,97,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"24"}}
14626937,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14626939,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626939,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626941,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626941,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626944,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626945,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626947,0,-1,95,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"14"}}
14626948,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14626950,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14626952,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14626953,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14626955,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14626957,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14626958,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14626960,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14626960,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14627066,0,-1,99,{"task_state":"completed" "plan_step":"24"}}
14627069,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14627070,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14627072,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14627086,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14629038,0,-1,100,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"25"}}
14629042,0,-1,101,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"25"}}
14629042,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14629043,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14629043,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14629045,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14629045,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14629049,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14629050,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14629051,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14629053,0,-1,98,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"15"}}
14629055,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629056,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629058,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629060,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629061,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629063,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629065,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629065,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14629112,0,-1,103,{"task_state":"completed" "plan_step":"25"}}
14629116,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14629117,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629119,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14629133,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14634341,0,-1,104,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"26"}}
14634345,0,-1,105,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"26"}}
14634345,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14634347,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14634347,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14634348,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14634349,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14634352,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14634353,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14634354,0,-1,102,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"16"}}
14634356,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14634358,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14634359,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14634361,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14634363,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14634364,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14634366,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14634368,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14634368,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14635097,0,-1,107,{"task_state":"completed" "plan_step":"26"}}
14635101,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14635102,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14635104,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14635119,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14636136,0,-1,109,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"27"}}
14636140,0,-1,110,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"27"}}
14636140,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14636141,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14636141,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14636143,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14636143,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14636146,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14636147,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14636148,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14636150,0,-1,106,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"17"}}
14636152,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636153,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636155,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636157,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636158,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636160,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636162,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636162,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14636188,0,-1,108,{"task_state":"completed" "plan_step":"27"}}
14636193,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14636194,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636196,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14636210,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14637095,0,-1,113,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"28"}}
14637099,0,-1,114,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"28"}}
14637099,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14637101,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14637101,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14637103,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14637103,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14637106,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14637107,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14637109,0,-1,111,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"18"}}
14637110,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637112,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637114,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637116,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637117,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637119,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637120,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637122,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637122,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14637151,0,-1,112,{"task_state":"completed" "plan_step":"28"}}
14637153,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14637154,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637156,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14637171,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14650231,0,-1,116,Alternative Procedure
14654820,0,-1,117,{"feedback":"difficult" "plan_step":"29"}}
14657828,0,-1,119,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"29"}}
14657831,0,-1,120,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"29"}}
14657831,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14657832,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14657832,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14657835,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14657835,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14657838,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14657839,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14657840,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14657842,0,-1,115,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"19"}}
14657844,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14657845,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14657847,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14657849,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14657850,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14657852,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14657854,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14657854,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14658004,0,-1,118,{"task_state":"completed" "plan_step":"29"}}
14658007,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14658008,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14658010,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14658025,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14658952,0,-1,122,{"feedback":"average" "plan_step":"30"}}
14659141,0,-1,123,{"task_state":"completed" "plan_step":"30"}}
14659146,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14659146,0,-1,124,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"30"}}
14659147,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14659147,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14659149,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14659150,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14659153,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14659155,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14659157,0,-1,121,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"20"}}
14659158,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14659160,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14659162,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14659163,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14659165,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14659167,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14659168,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14659168,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14659821,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14659984,0,-1,126,{"communication":" {"type":"repeated" "view":"android.support.v7.widget.AppCompatImageView" "step":"29"}}
14659986,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14660202,0,-1,127,{"communication":" {"type":"selection" "view":"android.support.v7.widget.AppCompatTextView" "item":"29"}}
14660550,0,-1,119,{"communication":" {"type":"checked" "view":"android.webkit.WebView" "step":"29"}}
14660553,0,-1,120,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"29"}}
14660557,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14660690,0,-1,118,{"task_state":"completed" "plan_step":"29"}}
14660693,0,-1,32,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"2"}}
14660694,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14660696,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14660711,0,-1,33,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"0"}}
14661189,0,-1,123,{"task_state":"completed" "plan_step":"30"}}
14661193,0,-1,124,{"communication":" {"type":"success" "view":"android.widget.ListView" "item":"30"}}
14661197,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14661482,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14661482,0,-1,128,{"communication":" {"type":"scrolling" "view":"android.widget.ListView" "state":"1"}}
14661483,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14661485,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14661487,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14661488,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14661490,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14661492,0,-1,125,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"21"}}
14661494,0,-1,129,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"22"}}
14661495,0,-1,129,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"22"}}
14661497,0,-1,129,{"communication":" {"type":"scrolled" "view":"android.widget.ListView" "item":"22"}}
